No,Teks,Kategori
284,"Lembaga yang mempunyai kewenangan yang cukup kuat adalah unsur-unsur pengawasan, seperti Bawasda, Irjen dan DPRD",Deskriptif
285,Lembaga yang berperanserta dalam monev eksternal tersebut terbilang paling aktif dan reaktif terhadap aduan yang diterima,Argumentatif
286,"Kuat dugaan, minimnya respons instansi terkait tersebut akibat tidakjelasnya peran pengawasan eksternal",Argumentatif
287,Namun dalam kenyataannya mereka cenderung bekerja sendiri-sendiri,Argumentatif
288,"Namun, hingga kini belum ada upaya tindak lanjut atas keluhan tersebut",Argumentatif
289,Instansi terkait tidak mempunyai kewajiban untuk menindaklanjuti aduan yang disampaikan LSM dan media lokal,Argumentatif
290,"Walaupun demikian, sistem yang belum terkoordinir dengan baik ini sangat tidak menjamin penanganan pengaduan secara memadai",Argumentatif
291,Dinas pendidikan sebagai pimpinan satker cenderung mendominasi aktivitas pengelolaan Program BOS,Deskriptif
292,Indikasi ini dapat dilihat dari banyaknya anggota masyarakat dan guru yang mengadukan masalah pengelolaan dana BOS kepada LSM,Argumentatif
293,"Selain kesulitan mengakses unit pengaduan formal, tingkat kepercayaan masyarakat terhadap unit internal cenderung minim",Argumentatif
294,"Akibatnya, komite sekolah cuma menjadi stempel dari kepentingan pengelola sekolah",Argumentatif
295,"UPTD, khususnya di daerah kabupaten berperan di hampir semua tahapan program",Deskriptif
296,Di beberapa daerah juga ditemukan adanya personel yang dinilai tidak kompeten,Argumentatif
297,Dominasi itu terasa hingga ke sekolah dan madrasah sebab dalam pelaksanaannya satker banyak memanfaatkan UPTD,Deskriptif
298,"Bahkan, di beberapa sekolah swasta yang menjadi sampel kajian ini belum dibentuk komite sekolah",Deskriptif
299,Perkecualian peran dewan pendidikan ditemukan di Kabupaten Tapanuli Utara dan Kabupaten Minahasa Utara,Deskriptif
300,Semua kegiatan ini dibiayai dari dana operasional dewan pendidikan yang diperoleh dari Depdiknas,Deskriptif
301,Melalui mekanisme ini Pemerintah Pusat menyerahkan pelaksanaan program kepada pemerintah provinsi,Deskriptif
302,untuk meningkatkan koordinasi dan pertanggungjawaban di tingkat daerah,Deskriptif
303,"Pengurus BP3 hanya terdiri dari orangtua siswa, sementara komite sekolah terdiri dari orangtua siswa dan masyarakat lainnya",Deskriptif
304,"Oleh karenanya, pertanggungjawaban dalam bentuk laporan akhir hanya dibuat oleh satker provinsi dan Satker Pusat",Argumentatif
305,Hal semacam ini merupakan masalah yang biasa terjadi dengan program-program yang dilaksanakan melalui mekanisme dekonsentrasi,Argumentatif
306,Persepsi tersebut digali dalam berbagai diskusi kelompok terarah yang diselenggarakan di semua kabupaten/kota sampel,Deskriptif
307,"Bagi sekolah yang jumlah siswanya banyak, nilai peningkatan penerimaan tersebut cukup signifikan",Deskriptif
308,Tingkat perubahan penerimaan sekolah setelah adanya BOS bervariasi antarsekolah,Deskriptif
309,"Walaupun demikian, dari berbagai kenyataan yang ditemukan dalam kajian cepat ini dapat dikenali indikasi-indikasi dampak program",Deskriptif
310,Sementara itu penerimaan sebuah sekolah di Cilegon menurun sekitar 15%,Deskriptif
311,Peningkatan penerimaan bisa lebih besar karena belum tentu semua murid membayar iuran siswa pada periode-periode sebelumnya,Deskriptif
312,"Indikasi peningkatan kualitas pendidikan tersebut, antara lain terlihat dari",Deskriptif
313,"Di antara sekolah-sekolah sampel, hanya ada satu sekolah SMP di Kota Cilegon yang penerimaannya menurun setelah adanya BOS",Deskriptif
314,Jumlah sekolah sampel berdasarkan perubahan kelompok penerimaan sebelum dan sesudah menerima BOS disajikan dalam Tabel 2.7,Deskriptif
315,"Dengan meningkatnya penerimaan sekolah setelah memperoleh BOS, pengeluaran sekolah untuk biaya operasional pun umumnya meningkat",Argumentatif
316,"Dengan peningkatan penerimaan ini, ada indikasi bahwa semangat mengajar guru meningkat",Argumentatif
317,Peningkatan intensitas kegiatan-kegiatan yang berkaitan dengan peningkatan kualitas guru seperti MGMP dan KKG,Deskriptif
318,"Oleh karenanya, kegiatan belajar-mengajar menjadi sangat membosankan",Argumentatif
319,Biasanya dari iuran siswa yang jauh lebih kecil saja mereka mendapat alokasi,Argumentatif
320,"SD/MI yang mengalami peningkatan adalah 18 sekolah atau sekitar 90%, sedangkan SMP/MTs hanya delapan sekolah atau sekitar 66, 7%",Deskriptif
321,"Namun, perlu dicatat bahwa dampak kegiatan tersebut akan maksimal bila kualitas kegiatan tersebut dapat dijaga",Argumentatif
322,Peningkatan intensitas dan jenis kegiatan ekstrakurikuler,Deskriptif
323,"Namun, peningkatan kualitas kegiatan belajar-mengajar ini tentunya perlu didukung dengan peningkatan kemampuan guru",Argumentatif
324,"Dengan peningkatan sarana bahan ajar, guru menjadi lebih bersemangat dan bebas dalam menerapkan berbagai teknik mengajar",Argumentatif
325,Hampir semua sekolah membuat alokasi yang cukup banyak untuk pembelian buku,Deskriptif
326,"Di beberapa sekolah miskin, peningkatan ini sangat terasa karena dengan biaya operasional yang sangat minim sebelum adanya BOS",Argumentatif
327,"Namun, beberapa dinas pendidikan menyatakan adanya indikasi dampak positif dari program ini",Argumentatif
328,"Peningkatan koleksi buku di sekolah, baik buku pegangan untuk guru maupun bukubuku pelajaran pokok dan buku pelajaran tambahan",Deskriptif
329,Koleksi buku perpustakaan sangat minim karena pembelian buku cukup membebani orangtua murid dan adanya insentif rabat pembelian,Argumentatif
330,"Walaupun demikian, umumnya para pemangku kepentingan di kota memberikan penilaian yang relatif agak rendah",Argumentatif
331,"Bahkan, dua pemerintah kota bermaksud untuk meningkatkan anggaran pendidikannya",Argumentatif
332,Tentunya hal ini berdampak pada penurunan biaya pendidikan yang harus dikeluarkan oleh orangtua siswa,Argumentatif
333,Peningkatan APK ini disinyalir terjadi karena peningkatan partisipasi pendidikan di beberapa daerah pelosok,Deskriptif
334,"Oleh sebab itu, sekolah cenderung tidak melakukan upaya-upaya khusus untuk mencegah putus sekolah",Argumentatif
335,"Walaupun tidak ada penjelasan resmi dari perusahaan tersebut, kemungkinan hal ini juga dipengaruhi oleh adanya dana BOS",Argumentatif
336,"Namun di dua kota sampel lainnya, terdapat indikasi bahwa alokasi APBD di bidang pendidikan akan dikurangi",Argumentatif
337,Beberapa contoh program pemda kabupaten/kota yang disesuaikan dengan Program BOS antara lain adalah,Deskriptif
338,"Selain itu, pemkot juga memberikan bantuan guru sebesar Rp50.000 per guru per bulan",Argumentatif
339,"Di Kota Cilegon, pemkot memberikan tunjangan untuk guru, berupa uang transpor dan tunjangan kesejahteraan",Deskriptif
340,2.8.2 Tingkat Kepuasan terhadap Pelaksanaan Program Pelaksanaan,Deskriptif
341,"Di samping itu, Pemkot Pasuruan juga mengalokasikan dana untuk merehabilitasi bangunan sekolah sebesar Rp13, 4 miliar",Deskriptif
342,Pernyataan yang dikemukakan pejabat daerah juga seringkali tidak tepat,Argumentatif
343,Program BOS yang dilakukan secara tergesa-gesa dan tanpa persiapan yang matang,Argumentatif
344,"Perbedaan yang paling mencolok antara keduanya adalah masalah sosialisasi, penyaluran, dan pelaporan",Argumentatif
345,"Selain itu, cukup banyak yang tidak yakin bahwa beberapa pengaduan sudah ditindaklanjuti secara memadai",Deskriptif
346,"Di Kabupaten Tapanuli Utara, pemkab merencanakan untuk memberi tunjangan kesejahteraan guru sebesar Rp50.000 per orang per bulan",Deskriptif
347,Masalah penyaluran dana yang paling banyak disoroti adalah keterlambatan penerimaan dana di rekening sekolah,Deskriptif
348,BKM hanya diterima satu semester saja karena diberikan secara bergiliran;,Deskriptif
349,Sehingga menimbulkan kesalahpahaman antara sekolah dan komite sekolah atau orangtua murid,Deskriptif
350,Pernyataan ini konsisten dengan penilaian tingkat manfaat bagi siswa miskin dalam FGD seperti disebutkan sebelumnya,Argumentatif
351,Hasil kajian ini juga memperlihatkan posisi strategis sekolah sebagai ujung tombak pelaksanaan program,Deskriptif
352,Mereka juga merasa terbantu dengan tidak adanya pungutan uang masuk sekolah dan berkurangnya pembelian buku pelajaran pokok,Deskriptif
353,dan bila anak yang bersekolah lebih dari satu maka biasanya hanya satu anak yang mendapat BKM dengan alasan pemerataan,Argumentatif
354,Saran-saran untuk penyempurnaan teknis dalam berbagai tahapan pelaksanaan program akan disajikan di sub-bab berikutnya,Deskriptif
355,Kalau dikaitkan dengan mandat UU No 20 Tahun 2003 Pasal 5 dan Pasal 11,Argumentatif
356,"Perumusan ini tentunya didasari oleh pilihan politis mengenai tujuan program, yaitu apakah untuk",Argumentatif
357,"Dalam uraian berikut ini akan disampaikan pembahasan dan saran mengenai konsep program, khususnya berkaitan dengan",Deskriptif
358,Untuk mengatasi permasalahan ini dibutuhkan keberanian untuk menegaskan posisi di antara kedua pilihan tersebut,Argumentatif
359,Secara langsung ketentuan ini akan berdampak pada adanya diskriminasi atau perbedaan mutu pelayanan antarsekolah,Argumentatif
360,Padahal dana yang diberikan melalui Program BOS tidak akan mencukupi untuk memberikan pelayanan pendidikan yang bermutu,Deskriptif
361,REKOMENDASI UNTUK TIAP TAHAPAN PELAKSANAAN,Deskriptif
362,Dalam kaitan ini urusan madrasah menjadi dilematis,Deskriptif
363,"Ada beberapa alternatif cara penargetan, di antaranya dengan penargetan wilayah dan penargetan individu",Argumentatif
364,"Sebaiknya penentuan tidak dilakukan hanya oleh sekolah, tetapi oleh petugas tersendiri yang bersifat independen",Argumentatif
365,"Program bantuan ini dalam praktiknya dikelola oleh unit-unit kerja pada instansi pendidikan, termasuk sekolah/madrasah",Deskriptif
366,"Langkah dan kehendak ke arah ini didukung oleh beberapa alasan, baik praktis maupun legal",Argumentatif
367,Sosialisasi untuk pelaksana program sebaiknya diberikan dalam bentuk pelatihan,Argumentatif
368,DAK dialokasikan kepada Daerah tertentu untuk mendanai kegiatan khusus yang merupakan urusan Daerah,Deskriptif
369,"sekolah, media elektronik dan cetak, serta penyebaran brosur dan poster",Deskriptif
370,"Sosialisasi ke masyarakat juga perlu dilakukan melalui berbagai jalur, antara lain melalui",Deskriptif
371,"Oleh karenanya, perlu adanya sosialisasi bagi bank/lembaga keuangan tempat rekening sekolah dibuka",Argumentatif
372,Kesepakatan tiap daerah ini harus dilaporkan dan mendapat persetujuan satker provinsi,Deskriptif
373,ix ) Dana sebaiknya sudah masuk ke rekening sekolah pada awal semester agar sekolah bisa memanfaatkannya sesuai RAPBS,Argumentatif
374,"Di samping itu, perlu dipertegas bahwa pencairan dan penggunaan dana tidak dibatasi hanya untuk satu semester saja",Argumentatif
375,"Di samping itu, perlu adanya aturan umum proses penentuan siswa miskin",Argumentatif
376,Unit monev independen ini juga melaksanakan fungsi penanganan pengaduan,Deskriptif
377,Dinas pendidikan dan aparatnya di tingkat kecamatan harus melakukan pembinaan agar sekolah mampu menyusun RAPBS dengan baik,Deskriptif
378,Aduan juga harus didokumentasikan dan diupayakan untuk ditindaklanjuti,Deskriptif
379,Hasil kegiatan tersebut harus memberikan umpan balik yang jelas kepada lembaga pelaksana,Deskriptif
380,"Selain itu, proses penanganan pengaduan yang ideal dan optimal memerlukan unsur",Argumentatif
381,Ukuran Objektif Kesejahteraan Keluarga untuk Penargetan Kemiskinan,Deskriptif
382,Biaya dari masing-masing upaya sensus masyarakat miskin ini bukannya tidak berarti,Deskriptif
383,"Pertama, sistem ini melibatkan masyarakat lokal, sehingga hasil yang didapat memanfaatkan pengetahuan lokal",Deskriptif
384,"Kedua, indikator kemiskinan yang dihasilkan peka terhadap kondisi kemiskinan lokal, akurat, dan tidak mudah dimodifikasi",Deskriptif
385,Hal ini disebabkan oleh lemahnya metodologi dan minimnya pelatihan bagi para personel,Argumentatif
386,Informasi tingkat desa diperoleh dengan menggunakan daftar kontrol terstruktur.,Deskriptif
387,Ada beberapa perbedaan utama antara CBMS dan sistem pemantauan kemiskinan yang bersifat tradisional,Deskriptif
388,"Ketiga, CBMS peka terhadap kondisi-kondisi yang bersifat lokal",Deskriptif
389,Hal ini penting karena kondisi kemiskinan seringkali berbeda bergantung pada kondisi lokalnya,Deskriptif
390,"Karena alasan tersebut di atas, sejak krisis 1997 pentingnya mekanisme penetapan sasaran yang sesuai telah mendapat perhatian",Argumentatif
391,Informasi ini akan sangat penting untuk meningkatkan penetapan keakuratan sasaran program penanggulangan kemiskinan,Argumentatif
392,"Dengan demikian, aparat pemerintah dapat membuat pemeringkatan keluarga di suatu desa yang didasarkan pada kesejahteraannya",Argumentatif
393,"Pertama, BKKBN berpengalaman dalam melakukan sensus tingkat rumah tangga",Deskriptif
394,Setiap rumah tangga di desa-desa tersebut didata,Deskriptif
395,Keluhan umum terhadap data BKKBN adalah bahwa data ini dapat dengan mudah disabotase,Argumentatif
396,DESA CBMS Proyek uji coba CBMS terbatas hanya di provinsi-provinsi di Pulau Jawa,Deskriptif
397,"Singkatnya, data dan metode pemrosesan yang kami pakai menjamin sabotase data menjadi lebih sulit dan hasilnya lebih objektif",Deskriptif
398,Jarak dari ibu kota kabupaten ke kecamatan yang terpilih juga dipertimbangkan,Deskriptif
399,Sampel tidak dimaksudkan menjadi representatif kabupaten atau kecamatan,Deskriptif
400,Kabupaten pertama adalah Cianjur di Jawa Barat dan lainnya adalah Demak di Jawa Tengah,Deskriptif
401,"Di hampir semua desa di Indonesia, BKKBN memiliki kader di tingkat RT yang masih terus mengumpulkan data BKKBN setiap tahun",Deskriptif
402,"Akan tetapi, kendala pengumpulan data tersebut telah diakui secara luas",Deskriptif
403,Informasi dasar pada setiap desa ini dapat dilihat dalam Tabel IV.2,Deskriptif
404,Satu kecamatan berjarak jauh dari ibu kota kabupaten dan satu kecamatan lainnya berjarak dekat,Deskriptif
405,"Dari setiap kabupaten, dipilih dua kecamatan dan di setiap kecamatan dipilih satu desa, hingga berjumlah empat desa",Deskriptif
406,Desa-desa terpilih di Cianjur adalah Desa Parakantugu di Kecamatan Cijati dan Desa Cibulakan di Kecamatan Cugenang,Deskriptif
407,Analisisnya bersumbu pada tingkat keluarga dan variabel yang digunakan dapat dilihat pada Tabel V.1,Deskriptif
408,Sementara desa yang terpilih di Demak adalah Desa Jungpasir di Kecamatan Wedung dan Desa Kedondong di Kecamatan Demak,Deskriptif
409,Hasil-hasil PCA didiskusikan secara terpisah untuk setiap desa pada Bagian VIII hingga XI,Deskriptif
410,Keuntungan utama penggunaan PCA adalah bahwa metode ini memperkenankan penentuan indikator kemiskinan yang berkarakteristik lokal,Deskriptif
411,"Desa ini dikelompokan dalam blok, dengan masing-masing bloknya terdapat satu RT atau terdiri atas 60 rumah",Deskriptif
412,"Lebih lagi, tidak tersedia fasilitas pendidikan nonformal",Argumentatif
413,Akses keluar dan masuk desa cukup memadai,Deskriptif
414,"Dengan demikian, jalan ini dapat dilalui setiap tahun",Argumentatif
415,SLTP terdekat berjarak 3 km dari desa ini dan SLTA terdekat berjarak 5 km,Deskriptif
416,"Sementara itu, fasilitas pendidikan tinggi terdekat berjarak 8 km, dekat pusat kota",Deskriptif
417,"Terlebih lagi, obat-obatan tanpa resep dokter pun tersedia di kios-kios kecil di seluruh desa",Deskriptif
418,"Sebaliknya, hampir semua anggota masyarakatnya mengkonsumsi air minum dari PAM",Deskriptif
419,"Singkatnya, ini merupakan jenis jalan yang berada satu tingkat di bawah jalan beraspal",Deskriptif
420,"Transportasi umum seperti minibus dan ojek tersedia setiap hari, sedikitnya selama 8 jam",Deskriptif
421,Bank resmi yang tersedia di desa ini adalah bank milik pemerintah,Deskriptif
422,"Dalam hal sanitasi, kebanyakan warga masyarakatnya memanfaatkan air sungai di sebelah barat desa untuk mandi",Deskriptif
423,Terdapat dua jalan utama yang menuju ke Desa Jungpasir,Deskriptif
424,"DESA JUNGPASIR Desa Jungpasir adalah satu di antara 20 desa di Kecamatan Wedung, di Kabupaten Demak",Deskriptif
425,Desa ini berjarak 25 km dari kota kabupaten dan sekitar 15 km dari kota kecamatan,Deskriptif
426,Alternatif jalan lainnya adalah melewati ibu kota Kecamatan Wedung,Deskriptif
427,"Namun, di desa ini tidak terdapat kantor pos, dan kantor pos terdekat berjarak 6 km dari desa",Argumentatif
428,"Kondisi jalan di sisi Jepara terawat dengan baik, sangat berbeda dengan kondisi jalan di Demak",Argumentatif
429,Jenis pekerjaan lain adalah berjualan makanan dan buah,Deskriptif
430,"Sebagian luasnya diperuntukan bagi fasilitas umum, fasilitas keagamaan, tanah kuburan, dan lain-lain",Deskriptif
431,Ini membuat jarak tempuh dari ibu kota Demak ke Jungpasir hanya memerlukan satu jam,Deskriptif
432,"Untuk sumber penerangan, setiap rumah mendapat pasokan listrik dari PLN",Deskriptif
433,"Namun, waktu perjalanan yang ditempuh menjadi lebih panjang, yakni lebih dari dua jam karena parahnya kondisi jalan",Argumentatif
434,Kebanyakan warga juga telah memiliki WC pribadi,Deskriptif
435,"Di samping itu, ada juga dua dukun beranak",Deskriptif
